loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,previous_defaults,credit_utilization_ratio,monthly_emi
2771,3,Graduate,Yes,7300000,21600000,20,557,1900000,3800000,26400000,9300000,Approved,0,0.3154,150846.83
2772,1,Graduate,No,2900000,7600000,2,358,800000,700000,10100000,2100000,Rejected,0,0.8204,5745.42
2773,3,Graduate,Yes,6600000,16000000,10,510,1200000,4800000,13300000,6300000,Rejected,2,0.5869,20820.87
2774,2,Graduate,Yes,2700000,9600000,14,554,5800000,200000,10200000,1900000,Approved,0,0.3084,40074.0
2775,3,Graduate,Yes,8300000,27700000,4,596,20500000,15400000,21400000,7400000,Approved,0,0.1102,112537.5
2776,0,Graduate,No,4900000,18500000,8,659,8800000,1700000,14700000,4900000,Approved,0,0.4231,135996.69
2777,4,Graduate,Yes,7900000,30700000,10,322,10600000,13200000,30300000,6300000,Rejected,0,0.5798,217705.84
2778,5,Graduate,Yes,8800000,21300000,14,852,8000000,6400000,28500000,9900000,Approved,0,0.3418,200099.55
2779,5,Not Graduate,No,4000000,14100000,18,653,5800000,4100000,9400000,5400000,Approved,0,0.0581,70245.21
2780,4,Graduate,Yes,3900000,9200000,12,737,2800000,2300000,12300000,5200000,Approved,0,0.1321,51751.74
2781,3,Graduate,Yes,7700000,18900000,2,583,9300000,3000000,16700000,9300000,Approved,0,0.2448,79991.76
2782,1,Graduate,Yes,3800000,10000000,16,873,5100000,2800000,10300000,4000000,Approved,0,0.4013,104968.87
2783,5,Graduate,No,8000000,27000000,20,595,4500000,5200000,24800000,10400000,Approved,1,0.2609,140678.72
2784,5,Graduate,Yes,3400000,11300000,20,871,6500000,3900000,9700000,2400000,Approved,0,0.4219,57424.69
2785,5,Graduate,Yes,5500000,18800000,12,603,3300000,700000,21000000,5000000,Approved,0,0.2435,37200.8
2786,0,Not Graduate,No,7700000,29300000,14,801,6200000,11800000,23400000,4700000,Approved,0,0.2462,10487.55
2787,5,Graduate,No,4000000,9400000,4,723,200000,0,12100000,2000000,Approved,0,0.0979,110272.0
2788,5,Not Graduate,Yes,5900000,22600000,18,630,2300000,4200000,16500000,6800000,Approved,0,0.3711,53988.61
2789,0,Not Graduate,Yes,2600000,9900000,20,368,3600000,1500000,5200000,2000000,Rejected,3,0.4982,33563.0
2790,3,Graduate,No,6600000,22200000,12,759,8900000,2200000,18700000,8500000,Approved,1,0.4098,22068.19
2791,0,Not Graduate,Yes,1000000,3000000,18,382,2200000,700000,3500000,900000,Rejected,1,0.8965,24410.29
2792,4,Not Graduate,Yes,800000,2800000,16,645,900000,1400000,2300000,600000,Approved,1,0.4273,644.74
2793,0,Graduate,No,3200000,6300000,6,878,6700000,5200000,8100000,3600000,Approved,0,0.2581,77839.14
2794,4,Graduate,No,8400000,23400000,12,350,18700000,9100000,27500000,6700000,Rejected,0,0.7563,34369.83
2795,3,Graduate,Yes,5800000,17600000,6,720,4900000,4200000,18800000,6600000,Approved,0,0.3614,149977.1
2796,0,Not Graduate,Yes,7300000,28100000,10,673,13700000,1200000,16300000,8900000,Approved,0,0.1024,155380.76
2797,1,Graduate,No,3900000,8000000,6,448,100000,1900000,9800000,4000000,Rejected,0,0.7106,18731.24
2798,2,Not Graduate,Yes,4600000,16000000,4,720,0,4000000,12300000,4200000,Approved,0,0.0637,75913.91
2799,0,Graduate,No,3600000,12300000,2,300,5200000,3000000,14300000,5400000,Approved,1,0.249,32828.91
2800,4,Graduate,No,7500000,28700000,20,520,4600000,3500000,15200000,5700000,Rejected,0,0.4429,38988.49
2801,1,Graduate,No,5200000,15000000,12,794,3200000,7200000,16500000,5100000,Approved,0,0.1232,130309.3
2802,3,Graduate,Yes,4400000,10000000,8,875,5900000,5200000,11700000,4100000,Approved,0,0.196,51785.42
2803,1,Not Graduate,Yes,5100000,12900000,14,533,6700000,6700000,14400000,3900000,Rejected,3,0.6095,59283.38
2804,0,Graduate,No,6000000,23600000,6,776,13800000,2700000,23400000,8800000,Approved,0,0.2993,29730.17
2805,2,Graduate,No,3800000,11400000,6,706,1000000,4000000,12100000,2800000,Approved,0,0.0798,42456.45
2806,3,Graduate,No,2800000,10900000,2,710,600000,2400000,5600000,3600000,Approved,1,0.2515,71182.04
2807,5,Graduate,Yes,6500000,18300000,4,333,8100000,400000,21700000,7000000,Rejected,2,0.4596,68843.15
2808,2,Not Graduate,Yes,1600000,6400000,4,787,1000000,300000,5500000,1100000,Approved,0,0.2796,44408.17
2809,4,Graduate,No,5500000,18600000,12,569,13500000,6200000,19700000,7300000,Approved,0,0.305,151803.72
2810,0,Graduate,Yes,9600000,20100000,16,427,7200000,2300000,34500000,7400000,Rejected,1,0.684,40571.62
2811,0,Graduate,No,7000000,27800000,16,640,11500000,3700000,16000000,8200000,Approved,0,0.3453,36201.05
2812,2,Not Graduate,No,4000000,8100000,16,312,3500000,2100000,15100000,3100000,Rejected,1,0.5514,100645.31
2813,1,Not Graduate,Yes,8100000,30900000,12,464,13600000,9800000,17900000,7500000,Rejected,1,0.8091,92789.77
2814,2,Not Graduate,Yes,6600000,22800000,8,490,6100000,10000000,18000000,6400000,Rejected,0,0.6097,841.99
2815,5,Graduate,No,4100000,10200000,12,431,6200000,2200000,13700000,4300000,Rejected,1,0.6405,32750.51
2816,1,Graduate,No,6600000,24800000,4,500,8600000,4100000,16700000,6100000,Approved,0,0.3092,115043.58
2817,4,Graduate,No,5100000,12200000,14,511,2700000,6000000,18300000,3400000,Rejected,1,0.361,118890.81
2818,4,Graduate,No,8200000,25200000,18,691,5800000,8900000,28500000,10500000,Approved,0,0.3116,31902.11
2819,1,Not Graduate,Yes,9500000,24400000,14,696,25500000,6700000,29500000,6300000,Approved,0,0.2974,30629.17
2820,0,Not Graduate,Yes,7600000,27600000,2,437,10000000,11200000,27600000,6800000,Approved,0,0.1739,204397.2
2821,2,Not Graduate,Yes,8400000,20800000,12,335,6700000,12300000,18500000,10100000,Rejected,3,0.4015,184031.35
2822,4,Graduate,No,7600000,25100000,4,671,4600000,13200000,27400000,4300000,Approved,0,0.0864,130734.48
2823,4,Not Graduate,Yes,1400000,3700000,12,621,3100000,900000,5100000,1800000,Approved,0,0.4193,31408.46
2824,4,Not Graduate,Yes,2700000,6800000,10,455,4700000,2600000,7400000,2700000,Rejected,0,0.7636,33772.28
2825,1,Graduate,Yes,200000,500000,10,856,500000,200000,500000,200000,Approved,0,0.1008,4424.33
2826,3,Graduate,No,600000,2100000,16,892,700000,400000,2400000,500000,Approved,0,0.1927,6506.55
2827,4,Graduate,No,5200000,12900000,16,819,3400000,4100000,16800000,7500000,Approved,0,0.287,37021.01
2828,0,Not Graduate,Yes,5100000,11600000,10,308,8700000,1300000,10700000,7000000,Rejected,0,0.8513,108440.75
2829,4,Graduate,Yes,9200000,18600000,2,889,26900000,4200000,33300000,9700000,Approved,0,0.0675,112612.07
2830,5,Not Graduate,No,6500000,23200000,18,713,6700000,1400000,13400000,7200000,Approved,0,0.1447,186052.74
2831,0,Graduate,No,8500000,21000000,6,665,3600000,9600000,27500000,11300000,Approved,0,0.4059,86643.2
2832,4,Not Graduate,No,2000000,6000000,12,837,1300000,1900000,6300000,2300000,Approved,0,0.0537,53767.43
2833,4,Not Graduate,Yes,7500000,18000000,20,395,200000,12800000,23500000,9700000,Rejected,0,0.4708,204085.56
2834,0,Graduate,Yes,7500000,28900000,10,632,21700000,10700000,24700000,9900000,Approved,0,0.4336,52905.33
2835,2,Not Graduate,No,2000000,4300000,16,497,5100000,200000,5700000,2800000,Rejected,0,0.718,46562.9
2836,3,Graduate,Yes,1400000,2700000,14,694,3800000,200000,3600000,1700000,Approved,0,0.1547,17683.88
2837,1,Not Graduate,Yes,1700000,5600000,2,882,3100000,2600000,6700000,1600000,Approved,1,0.0768,45493.93
2838,2,Graduate,Yes,5300000,14900000,6,504,10600000,2100000,17000000,3200000,Rejected,0,0.3669,69581.71
2839,4,Not Graduate,No,8900000,30100000,2,747,20600000,12900000,20700000,10300000,Approved,0,0.1479,193208.84
2840,3,Graduate,No,9700000,35300000,4,462,11500000,9500000,33700000,7200000,Approved,0,0.4026,132112.86
2841,5,Graduate,No,9000000,25900000,4,538,11100000,11100000,31300000,8100000,Rejected,0,0.5995,59797.7
2842,2,Not Graduate,Yes,8500000,30900000,6,664,5700000,9900000,19800000,7400000,Rejected,0,0.3381,49422.22
2843,1,Not Graduate,No,3500000,10900000,4,524,8800000,6200000,13600000,2800000,Approved,0,0.4173,43429.43
2844,1,Not Graduate,No,500000,1400000,6,464,1100000,0,1900000,500000,Rejected,3,0.5948,11017.63
2845,3,Graduate,No,8900000,19100000,6,807,2300000,16500000,29900000,10400000,Approved,0,0.1265,157066.47
2846,2,Not Graduate,Yes,7800000,27200000,18,622,6000000,6000000,26400000,4300000,Approved,0,0.2568,156663.16
2847,5,Not Graduate,Yes,9800000,27800000,6,827,2400000,14900000,32800000,9500000,Approved,0,0.4132,80698.28
2848,0,Graduate,No,5200000,19000000,14,687,11900000,500000,19400000,4400000,Approved,0,0.3717,73017.69
2849,4,Graduate,No,7400000,19400000,16,835,16400000,14200000,23500000,6500000,Approved,0,0.0763,9581.98
2850,3,Graduate,Yes,1200000,3300000,6,772,700000,900000,2900000,1400000,Approved,0,0.327,28613.63
2851,1,Not Graduate,Yes,1000000,3200000,2,710,100000,200000,3300000,900000,Approved,0,0.2788,28871.85
2852,3,Graduate,Yes,9500000,32500000,14,581,2800000,14300000,36000000,4700000,Approved,0,0.413,112739.41
2853,3,Not Graduate,No,4500000,11700000,18,775,8700000,2800000,12700000,4500000,Approved,0,0.099,1438.98
2854,2,Graduate,No,4900000,16000000,12,710,8700000,7100000,10000000,5700000,Approved,0,0.2636,24266.2
2855,3,Not Graduate,Yes,700000,2500000,8,321,1900000,1200000,1700000,400000,Rejected,0,0.8777,13322.42
2856,0,Graduate,No,9400000,28300000,20,761,22500000,14800000,30800000,10100000,Approved,0,0.214,167811.75
2857,3,Not Graduate,Yes,8300000,31400000,6,674,1000000,1600000,17200000,6100000,Rejected,0,0.6392,190728.92
2858,4,Graduate,Yes,5600000,13000000,4,899,10500000,9100000,11400000,6400000,Approved,0,0.0782,41467.72
2859,5,Not Graduate,Yes,4400000,12300000,8,567,2400000,500000,12900000,6300000,Approved,0,0.1613,97999.43
2860,3,Graduate,No,2100000,5400000,8,771,5200000,3700000,6200000,1000000,Approved,0,0.1798,42139.02
2861,1,Not Graduate,Yes,4400000,10600000,4,360,6600000,7700000,15100000,5000000,Approved,2,0.9171,41427.86
2862,0,Not Graduate,No,6300000,19600000,6,425,15900000,10400000,13300000,5900000,Rejected,0,0.5196,100233.45
2863,4,Graduate,No,9900000,30000000,18,496,10400000,8000000,29300000,13800000,Rejected,3,0.6265,42525.31
2864,3,Not Graduate,No,700000,1600000,20,705,600000,900000,2300000,700000,Approved,0,0.3185,9239.86
2865,4,Not Graduate,No,3600000,12400000,14,427,10400000,2400000,9100000,2600000,Approved,0,0.4473,92525.72
2866,1,Not Graduate,Yes,5600000,21000000,2,552,3200000,6300000,22100000,6100000,Approved,0,0.2446,68794.59
2867,3,Not Graduate,Yes,1000000,3700000,8,725,3000000,1300000,4000000,1300000,Approved,0,0.3454,24487.36
2868,5,Graduate,Yes,6400000,15600000,8,553,14200000,2900000,20400000,8000000,Approved,0,0.3967,110180.63
2869,0,Not Graduate,No,8900000,19100000,2,725,8300000,15000000,19000000,8800000,Approved,0,0.3005,49808.0
2870,4,Graduate,No,9900000,26100000,2,481,14500000,5000000,23600000,9300000,Rejected,0,0.7514,167794.43
2871,2,Graduate,Yes,4000000,8600000,4,847,10200000,2700000,14300000,2400000,Approved,0,0.1005,59031.39
2872,0,Not Graduate,Yes,7300000,25700000,10,666,14000000,3100000,29000000,6000000,Approved,0,0.4283,84877.38
2873,1,Not Graduate,No,8100000,25400000,6,477,4500000,13200000,23200000,4400000,Rejected,2,0.4295,28262.69
2874,4,Graduate,Yes,6800000,22100000,4,446,3700000,4600000,18900000,9200000,Approved,0,0.3599,82647.22
2875,0,Not Graduate,Yes,2600000,8200000,8,630,6000000,4900000,7500000,2000000,Approved,0,0.1559,5517.81
2876,5,Not Graduate,Yes,300000,1100000,20,613,600000,400000,700000,200000,Rejected,0,0.4234,864.23
2877,2,Graduate,Yes,2400000,7500000,4,851,3100000,700000,5600000,2400000,Approved,0,0.338,29114.16
2878,0,Not Graduate,No,6000000,20600000,12,339,3400000,10700000,17200000,8200000,Rejected,0,0.8023,53441.76
2879,4,Graduate,Yes,3800000,11100000,16,857,11300000,7400000,11700000,4700000,Approved,0,0.1376,102581.16
2880,0,Graduate,Yes,7000000,22100000,14,467,10000000,6400000,26100000,5800000,Rejected,0,0.6158,76706.6
2881,0,Graduate,Yes,5400000,12900000,16,355,11200000,3100000,18200000,7400000,Rejected,0,0.7207,119362.65
2882,1,Not Graduate,No,6400000,16400000,6,428,12400000,10900000,23900000,8900000,Approved,2,0.812,98979.54
2883,5,Not Graduate,Yes,7000000,24000000,14,450,10300000,5700000,21100000,4700000,Rejected,0,0.4124,143750.82
2884,2,Not Graduate,Yes,2100000,4600000,4,348,5400000,0,7400000,1400000,Rejected,0,0.9274,15932.1
2885,4,Not Graduate,Yes,4400000,15000000,12,459,5700000,800000,11400000,2400000,Rejected,0,0.8841,120877.8
2886,0,Not Graduate,No,8000000,31000000,8,847,4900000,9500000,29600000,5700000,Approved,0,0.1581,123687.32
2887,2,Not Graduate,Yes,3900000,8300000,18,523,800000,300000,9900000,2300000,Rejected,1,0.8437,94563.11
2888,0,Graduate,No,4700000,15200000,10,786,11100000,8000000,9600000,3200000,Approved,0,0.2573,50041.68
2889,0,Graduate,No,6800000,21200000,14,300,0,8700000,16500000,10000000,Rejected,2,0.6271,19875.25
2890,0,Not Graduate,Yes,1800000,6500000,12,728,3500000,0,6100000,1900000,Approved,0,0.1758,35369.86
2891,3,Not Graduate,Yes,8600000,32000000,4,497,11400000,3300000,18600000,4900000,Approved,0,0.2824,1946.38
2892,1,Not Graduate,Yes,3600000,13700000,10,548,9900000,2400000,8900000,4100000,Rejected,1,0.7879,49905.76
2893,1,Graduate,Yes,6800000,22900000,6,576,500000,11100000,13800000,5600000,Approved,0,0.2144,38239.04
2894,3,Graduate,Yes,1100000,4100000,20,863,800000,1100000,3700000,600000,Approved,0,0.3017,20128.3
2895,4,Graduate,Yes,4000000,8400000,8,717,7400000,4900000,11900000,4000000,Approved,0,0.3297,114265.65
2896,1,Graduate,No,2500000,5900000,12,668,7400000,600000,6300000,3700000,Approved,0,0.3344,33862.71
2897,2,Graduate,No,5400000,17400000,10,335,5900000,1400000,18100000,4300000,Rejected,1,0.3812,128755.98
2898,5,Not Graduate,No,6600000,13600000,4,861,11700000,8400000,14600000,5400000,Approved,0,0.3939,97748.46
2899,4,Not Graduate,No,6000000,14900000,2,321,6900000,7700000,18000000,6500000,Rejected,0,0.625,86772.01
2900,0,Graduate,Yes,2200000,8300000,10,585,3600000,1700000,4300000,1900000,Approved,0,0.155,59702.17
2901,1,Graduate,No,8800000,18500000,10,704,14400000,3200000,26600000,11300000,Approved,0,0.1467,228424.57
2902,0,Not Graduate,Yes,4000000,10300000,4,819,11100000,1200000,15200000,2600000,Approved,0,0.2432,91676.72
2903,4,Not Graduate,Yes,3600000,12400000,18,494,5300000,100000,10200000,1900000,Rejected,0,0.8821,31106.85
2904,5,Graduate,Yes,8100000,22500000,2,808,4800000,6100000,16900000,6000000,Approved,0,0.2013,128758.24
2905,3,Not Graduate,Yes,5200000,11000000,12,830,8900000,5100000,16000000,7600000,Approved,0,0.3499,33957.75
2906,5,Graduate,No,1100000,2800000,14,473,100000,500000,4200000,700000,Rejected,0,0.4081,14242.33
2907,2,Graduate,No,7500000,29800000,4,392,5500000,2200000,20800000,4000000,Approved,1,0.2404,105921.61
2908,5,Not Graduate,No,7700000,20300000,12,806,21300000,13300000,18900000,9600000,Approved,0,0.4467,186772.49
2909,0,Not Graduate,No,5700000,21400000,8,340,3200000,1900000,17200000,3800000,Rejected,0,0.8123,148964.72
2910,3,Graduate,Yes,5000000,13900000,8,555,12300000,6700000,18100000,4800000,Approved,0,0.1342,60465.43
2911,5,Not Graduate,No,500000,1200000,16,499,600000,600000,1500000,200000,Rejected,0,0.6509,258.19
2912,3,Graduate,No,8900000,21300000,10,467,18700000,2600000,31800000,8800000,Rejected,0,0.4902,223702.13
2913,1,Not Graduate,No,1700000,6600000,4,797,2800000,1900000,6100000,1300000,Approved,0,0.2138,8641.32
2914,4,Not Graduate,Yes,500000,1300000,18,762,1400000,0,1600000,300000,Approved,0,0.362,9069.11
2915,3,Not Graduate,Yes,9900000,36500000,16,562,17300000,18500000,22300000,9800000,Approved,0,0.3585,7210.35
2916,1,Graduate,No,8400000,21800000,2,492,4000000,11000000,18200000,6600000,Rejected,1,0.4869,97879.09
2917,3,Not Graduate,Yes,500000,1700000,4,824,500000,600000,1400000,400000,Approved,0,0.4189,14378.59
2918,2,Graduate,No,1700000,5700000,10,602,4900000,2700000,4500000,1800000,Approved,0,0.287,4992.72
2919,1,Not Graduate,Yes,6500000,18300000,10,722,11900000,8600000,19200000,4500000,Approved,0,0.202,80325.16
2920,1,Not Graduate,No,8900000,28400000,6,709,21600000,5500000,26200000,7900000,Approved,0,0.2508,79731.01
2921,1,Not Graduate,No,400000,1400000,4,302,200000,100000,1500000,500000,Approved,0,0.292,10559.36
2922,3,Not Graduate,No,5700000,12300000,6,364,7900000,11000000,20000000,5500000,Rejected,1,0.6859,144527.79
2923,0,Not Graduate,Yes,9600000,23800000,12,389,25200000,15800000,27000000,8300000,Rejected,2,0.6418,66555.65
2924,0,Graduate,Yes,8500000,20000000,16,786,13300000,7400000,17700000,8900000,Approved,0,0.252,20127.81
2925,0,Graduate,No,4000000,11500000,8,434,4500000,2800000,8400000,5900000,Rejected,0,0.4558,73166.15
2926,2,Not Graduate,Yes,6300000,18100000,6,671,7900000,8200000,13200000,5400000,Approved,0,0.3751,61807.75
2927,3,Graduate,Yes,4000000,14700000,8,376,3000000,6200000,8900000,4200000,Rejected,2,0.6751,78409.85
2928,4,Graduate,No,9400000,32200000,6,898,27600000,11800000,19500000,8600000,Approved,1,0.1024,8806.17
2929,5,Graduate,Yes,4100000,15500000,10,836,10500000,1100000,15200000,3600000,Approved,0,0.3565,15952.33
2930,4,Graduate,Yes,1100000,4400000,6,515,1000000,700000,4300000,1500000,Rejected,0,0.9095,22021.11
2931,3,Not Graduate,No,8700000,24800000,20,360,25300000,8700000,31100000,4300000,Rejected,1,0.9184,53889.05
2932,4,Graduate,Yes,4900000,12800000,2,691,200000,4900000,14700000,7000000,Approved,0,0.1976,122563.57
2933,1,Not Graduate,Yes,2800000,9100000,14,510,2400000,4200000,10400000,3000000,Rejected,0,0.4313,4784.92
2934,0,Graduate,No,9600000,23200000,18,389,1000000,17600000,22200000,8800000,Rejected,1,0.661,60334.96
2935,3,Graduate,Yes,6900000,19000000,14,348,4200000,3700000,19400000,4900000,Rejected,1,0.4176,200960.25
2936,2,Not Graduate,Yes,2300000,8100000,2,504,1800000,3100000,4600000,3100000,Approved,0,0.4236,29052.19
2937,2,Not Graduate,No,6800000,21300000,20,658,7800000,7000000,25900000,9600000,Approved,0,0.1234,139421.52
2938,1,Not Graduate,Yes,2200000,5400000,16,641,5900000,0,4800000,1200000,Approved,0,0.1511,11720.88
2939,2,Not Graduate,No,5900000,19800000,20,327,7800000,1500000,19700000,8500000,Rejected,3,0.594,104948.24
2940,1,Graduate,Yes,7000000,20300000,18,726,11600000,13100000,17100000,9000000,Approved,0,0.2033,148246.66
2941,1,Graduate,Yes,9600000,34100000,20,828,26100000,19000000,20800000,12400000,Approved,0,0.3679,88053.46
2942,0,Graduate,No,6500000,14500000,12,755,9000000,11900000,20800000,3400000,Approved,0,0.2325,157145.08
2943,2,Not Graduate,Yes,3800000,7600000,20,788,1700000,5200000,9200000,5600000,Approved,0,0.1183,66878.78
2944,2,Graduate,No,9400000,25100000,20,832,19400000,2100000,22300000,5900000,Approved,0,0.1569,106684.56
2945,0,Not Graduate,No,2100000,8200000,4,554,3900000,3800000,5900000,1700000,Approved,0,0.2536,34155.6
2946,1,Not Graduate,Yes,8500000,26200000,8,811,22800000,6400000,32500000,12700000,Approved,0,0.109,142988.63
2947,5,Graduate,Yes,3800000,12000000,2,649,6200000,5300000,10300000,4200000,Approved,0,0.2947,18346.83
2948,1,Not Graduate,Yes,3400000,9700000,20,830,3500000,6400000,10300000,4800000,Approved,0,0.2763,39937.63
2949,1,Graduate,Yes,5600000,11700000,6,707,4500000,800000,19000000,3900000,Approved,0,0.3359,56093.66
2950,0,Graduate,Yes,8500000,33700000,10,483,18800000,8900000,29000000,12200000,Rejected,3,0.9126,99390.47
2951,4,Not Graduate,Yes,2100000,5500000,18,349,100000,0,6600000,2000000,Rejected,2,0.8974,46618.02
2952,4,Graduate,No,400000,1500000,4,846,300000,0,1600000,600000,Approved,0,0.4284,5629.61
2953,4,Not Graduate,No,7900000,31500000,20,386,14300000,3800000,23800000,7500000,Rejected,1,0.4968,216664.51
2954,5,Not Graduate,No,6900000,19200000,12,408,10000000,5000000,24900000,9000000,Rejected,1,0.4289,59102.38
2955,0,Not Graduate,Yes,1800000,3900000,2,764,2200000,700000,3500000,1200000,Approved,0,0.1709,21824.44
2956,0,Graduate,Yes,1200000,3200000,18,473,2100000,600000,2400000,1200000,Rejected,1,0.8871,27543.49
2957,3,Not Graduate,No,3600000,9800000,12,654,600000,1300000,7500000,2200000,Approved,0,0.4388,57332.58
2958,1,Graduate,No,7200000,22800000,2,551,15000000,8700000,21300000,9500000,Approved,0,0.3937,114875.91
2959,5,Graduate,No,9400000,21800000,6,850,13300000,11700000,24800000,6800000,Approved,0,0.094,14624.09
2960,5,Graduate,No,9000000,24200000,4,646,12400000,5500000,18100000,11900000,Approved,0,0.429,104632.41
2961,1,Not Graduate,Yes,1000000,2100000,8,793,2900000,1300000,2200000,1400000,Approved,0,0.2193,7896.4
2962,3,Not Graduate,No,5600000,19900000,16,551,14000000,4200000,16100000,4500000,Approved,0,0.0537,163224.74
2963,1,Graduate,No,900000,2600000,4,346,400000,700000,2900000,900000,Rejected,0,0.6154,8094.32
